Symbol,Company_Name,NCTId,Phases,Status,Conditions,Interventions
ILPLF,Island Pharmaceuticals Limited,NCT04253262,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Metastatic Castration-resistant Prostate Cancer,"Rucaparib, Copanlisib"
ILPLF,Island Pharmaceuticals Limited,NCT04629599,NA,RECRUITING,Major Depressive Disorder,N/A
ILPLF,Island Pharmaceuticals Limited,NCT07077707,NA,NOT_YET_RECRUITING,Genetic Counseling,N/A
ILPLF,Island Pharmaceuticals Limited,NCT06474741,NA,NOT_YET_RECRUITING,Torticollis,N/A
ILPLF,Island Pharmaceuticals Limited,NCT02676973,NA,ACTIVE_NOT_RECRUITING,Visceral Prolapse,N/A
ILPLF,Island Pharmaceuticals Limited,NCT04680377,N/A,RECRUITING,"NSCLC, Stage III, Locally Advanced Lung Carcinoma",N/A
ILPLF,Island Pharmaceuticals Limited,NCT04205916,PHASE4,RECRUITING,Patient Preference,Dexamethasone
ILPLF,Island Pharmaceuticals Limited,NCT06353438,NA,NOT_YET_RECRUITING,"Aging, Fall, Old Age; Debility, Muscle Weakness",N/A
ILPLF,Island Pharmaceuticals Limited,NCT06931158,NA,RECRUITING,"Chronic Low-back Pain, Chronic Pain",Open-label Placebo
ILPLF,Island Pharmaceuticals Limited,NCT06942455,NA,RECRUITING,"Sleep, Sleep Quality, Intervention Study, Ethnic Minority",N/A
ILPLF,Island Pharmaceuticals Limited,NCT03063372,NA,ACTIVE_NOT_RECRUITING,"Antioxidant, Burnout, Professional, Psychological Distress",N/A
ILPLF,Island Pharmaceuticals Limited,NCT06872307,NA,RECRUITING,"HIV Prevention, HIV Infection Primary",N/A
ILPLF,Island Pharmaceuticals Limited,NCT06359587,NA,RECRUITING,Hospital Acquired Condition,N/A
ILPLF,Island Pharmaceuticals Limited,NCT06654427,NA,NOT_YET_RECRUITING,"Trauma, Obstetrics Trauma, Pregnancy Related",N/A
ILPLF,Island Pharmaceuticals Limited,NCT05881629,NA,RECRUITING,"Cesarean Delivery Affecting Fetus, Labor Dystocia, Labor Complication",N/A
ILPLF,Island Pharmaceuticals Limited,NCT06960291,NA,RECRUITING,"Cancer, Prostate Cancers, Breast Cancers, Colon Cancer, Lung Cancers",N/A
ILPLF,Island Pharmaceuticals Limited,NCT06974604,PHASE2,RECRUITING,"Breast Neoplasms, Lung Neoplasms",Dexamethasone oral
ILPLF,Island Pharmaceuticals Limited,NCT05491941,NA,RECRUITING,"Sepsis Severe, Septic Shock",N/A
ILPLF,Island Pharmaceuticals Limited,NCT04478851,NA,RECRUITING,"Cancer, Head and Neck Cancer, Colon Cancer, Breast Cancer, Prostate Cancer, Cancer Caregivers",N/A
ILPLF,Island Pharmaceuticals Limited,NCT02917876,N/A,ACTIVE_NOT_RECRUITING,"Obstructive Sleep Apnea, Pregnancy, Obesity, Sleep",N/A
ILPLF,Island Pharmaceuticals Limited,NCT05762705,NA,RECRUITING,"Medication Adherence, HIV/AIDS",N/A
LJUIF,SSY Group Limited,NCT07397819,"PHASE1, PHASE2",RECRUITING,Malignant Ascites,"liposomal irinotecan monotherapy, liposomal irinotecan monotherapy, Liposomal Irinotecan + rmhTNF-NC, Liposomal Irinotecan + Bevacizumab"
LJUIF,SSY Group Limited,NCT06704685,PHASE3,NOT_YET_RECRUITING,ST-segment Elevation Myocardial Infarction (STEMI),"Butylphthalide, Butylphthalide placebo"
LJUIF,SSY Group Limited,NCT06220097,PHASE2,ACTIVE_NOT_RECRUITING,"B-cell Acute Lymphoblastic Leukemia, B-cell Lymphoma Refractory",Mitoxantrone hydrochloride liposome Injection-based bridging therapy+ Fludarabine-based chemotherapy +CD19 CAR-T Cells
LJUIF,SSY Group Limited,NCT05603884,PHASE2,RECRUITING,"Leukemia, Myeloid, Acute, AML Stage, Adult","Venetoclax Combining Chidamide and Azacitidine (VCA) regimen followed by dicitabine combined with liposome mitoxantrone, cytarabine, and G-CSF (D-MAG) regimen"
KKPCF,"Kaken Pharmaceutical Co., Ltd.",NCT07285005,PHASE3,NOT_YET_RECRUITING,"Venous Malformations, Lymphatic Malformations, Klippel-Trenaunay Syndrome, CLOVES Syndrome","KP-001, Placebo"
AKBLF,ALK-Abelló A/S,NCT05440643,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Peanut Allergy,Peanut SLIT-tablet
AKBLF,ALK-Abelló A/S,NCT07060885,PHASE3,RECRUITING,"Allergic Rhinoconjunctivitis, Allergic Rhinitis",HDM SLIT-tablet (12 SQ-HDM)
AKBLF,ALK-Abelló A/S,NCT07013123,PHASE3,NOT_YET_RECRUITING,"Severe Asthma, Allergy to House Dust Mites","Tezepelumab, Acarizax, Placebo"
ORPOF,OSE Immunotherapeutics SA,NCT04713514,PHASE2,ACTIVE_NOT_RECRUITING,"Platinum-sensitive Ovarian Cancer, Relapsed Ovarian Cancer","OSE2101, Pembrolizumab 25 MG/ML [Keytruda]"
ORPOF,OSE Immunotherapeutics SA,NCT06472245,PHASE3,RECRUITING,Patients With Non-Small Cell Lung Cancer,"OSE2101, Docetaxel"
ORPOF,OSE Immunotherapeutics SA,NCT03806309,PHASE2,ACTIVE_NOT_RECRUITING,"Pancreatic Ductal Adenocarcinoma, Locally Advanced Cancer, Metastatic Cancer","FOLFIRI, OSE2101"
ORPOF,OSE Immunotherapeutics SA,NCT05751798,"PHASE1, PHASE2",RECRUITING,"Solid Advanced Tumor, Lymphoma, NSCLC (Non-small Cell Lung Cancer)","Part A: OSE-279 100mg, Part A: OSE-279 300mg, Part A: OSE-279 600mg, Part B: OSE-279 600 mg and OSE2101, Part C: OSE-279 600 mg and OSE2101 - HLA-A2 positive, Part C: OSE-279 600 mg - HLA-A2 positif, Part C: OSE-279 600 mg - HLA-A2 negative"
OXNXF,Valerio Therapeutics Société anonyme,NCT07175350,N/A,RECRUITING,Oncologic Diseases,N/A
PBIGF,Paradigm Biopharmaceuticals Limited,NCT06917404,PHASE3,RECRUITING,"Osteoarthritis, Knee","Pentosan Polysulfate Sodium twice weekly, Placebo"
PBIGF,Paradigm Biopharmaceuticals Limited,NCT04809376,"PHASE2, PHASE3",ACTIVE_NOT_RECRUITING,"Osteoarthritis, Knee","Pentosan Polysulfate Sodium twice weekly, Placebo (Sodium Chloride Injection, 0.9%), Pentosan Polysulfate Sodium Fixed Dose, Pentosan Polysulfate Sodium once weekly"
TRYPF,Tryp Therapeutics Inc.,NCT06206265,PHASE2,ACTIVE_NOT_RECRUITING,Irritable Bowel Syndrome,TRYP-0082
RPGLF,Regent Pacific Group Limited,NCT05864144,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,"Solid Tumor, Adult, Advanced Solid Tumor, Head and Neck Cancer, Breast Cancer, Colon Cancer, Pancreatic Cancer, Gastric Cancer, Esophageal Cancer, Prostate Cancer, Uterine Cancer, Cervix Cancer, Ovarian Cancer, Kidney Cancer, Bladder Cancer, Thyroid Cancer, Melanoma, Sarcoma, Advanced Cancer, Metastatic Cancer, Refractory Cancer, Non Small Cell Lung Cancer, Merkel Cell Carcinoma","SNS-101 (anti-VISTA), Cemiplimab"
SENOF,Sensorion SA,NCT06370351,"PHASE1, PHASE2",RECRUITING,"OTOF Gene Mutation, DFNB9, Congenital Deafness, Hearing Disorders, Ear Diseases, Otorhinolaryngologic Diseases, Deafness, Hearing Loss, Sensorineural",N/A
SENOF,Sensorion SA,NCT05402813,N/A,RECRUITING,"Sensorineural Hearing Loss, Bilateral, AUNB1, DFNB1A, Congenital Deafness, DFNB9, OTOF Gene Mutation, GJB2 Gene Mutation",N/A
SENOF,Sensorion SA,NCT06354010,N/A,RECRUITING,"Sensorineural Hearing Loss, Bilateral",N/A
SEOVF,Sernova Biotherapeutics Inc,NCT03513939,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,Type 1 Diabetes Mellitus,N/A
SHIEF,Shield Therapeutics plc,NCT06934564,NA,RECRUITING,"Breast Lumpectomy, Laparoscopic Cholecystectomy, Inguinal Hernia Repair",N/A
SHIEF,Shield Therapeutics plc,NCT06203418,NA,ACTIVE_NOT_RECRUITING,Anorexia Nervosa,N/A
SHIEF,Shield Therapeutics plc,NCT04018638,NA,ACTIVE_NOT_RECRUITING,"Knee Injuries, Knee Osteoarthritis, Knee Arthritis",N/A
SHIEF,Shield Therapeutics plc,NCT05795439,NA,RECRUITING,"Type2diabetes, Type 2 Diabetes Treated With Insulin",N/A
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06532006,PHASE3,RECRUITING,"Gastroesophageal-junction Cancer, Monoclonal Antibody, Gastric Cancer, HER2-positive Gastric Cancer","HLX22, Pembrolizumab, Trastuzumab, Oxaliplatin, Capecitabine"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07358585,"PHASE1, PHASE2",NOT_YET_RECRUITING,Colon Cancer Adenocarcinoma,"HLX43 dose 1 + HLX07, HLX43 dose 2 + HLX07, HLX43 dose 3 + Serplulimab, HLX43 dose 4 + Serplulimab"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06857279,PHASE2,RECRUITING,Carcinoma of Head and/or Neck,"HLX43 DOSE 1, HLX43 DOSE 2, HLX43 DOSE 3, HLX43 DOSE 2 + HLX10, HLX43 DOSE 3 + HLX10, HLX43 DOSE 2 + HLX10 + HLX07, HLX43 DOSE 3 + HLX10 + HLX07"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07294508,"PHASE2, PHASE3",NOT_YET_RECRUITING,HER2 + Breast Cancer,"HLX87 + HLX22, HLX87 + Pertuzumab, T-Dxd + Pertuzumab, THP"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06742892,PHASE2,RECRUITING,"Carcinoma, Hepatocellular","HLX43 DOSE 1, HLX43 DOSE 2, HLX43 DOSE 3"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT04908813,PHASE2,ACTIVE_NOT_RECRUITING,Gastric Cancer,"HLX22, Placebo, Trastuzumab, Oxaliplatin, Capecitabine"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07106892,PHASE2,RECRUITING,Colorectal Cancer (CRC),"HLX43 Dose 1;, HLX43 Dose 2;, HLX43 Dose 3;"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06115642,PHASE1,RECRUITING,Advanced/Metastatic Malignant Solid Tumors,"HLX43, HLX10"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07160335,PHASE1,RECRUITING,"Non-small Cell Lung Cancer, Melanoma, Renal Cell Carcinoma","HLX17, US-sourced Keytruda®"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07459738,PHASE2,NOT_YET_RECRUITING,Hormone Receptor Positive HER-2 Negative Breast Cancer,HLX43
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06769113,PHASE2,RECRUITING,Esophageal Cancer,"HLX43 DOSE 1, HLX43 DOSE 2, HLX43 DOSE 3"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT05788107,PHASE1,NOT_YET_RECRUITING,"Solid Tumor, Adult Lymphoma",HLX51
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07318883,"PHASE2, PHASE3",NOT_YET_RECRUITING,Squamous NSCLC,"HLX07, HLX07 placebo, Serplulimab, Pembrolizumab, Carboplatin, Paclitaxel or Nab-Paclitaxel"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07459751,"PHASE2, PHASE3",NOT_YET_RECRUITING,Advanced or Metastatic Squamous Non-Small Cell Lung Cancer,"HLX43, HLX43+HLX07, Docetaxel"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07301229,PHASE2,NOT_YET_RECRUITING,Pancreatic Ductal Adenocarcinoma (PDAC),"HLX43 DOSE 1 (2.5 mg/kg), HLX43 DOSE 2 (3.0 mg/kg)"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07176650,PHASE1,NOT_YET_RECRUITING,Hepatocellular Carcinoma (HCC),"HLX13, Yervoy, OPDIVO"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT03941574,PHASE2,RECRUITING,MSI-H Solid Malignant Tumor,HLX10
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT05346224,PHASE3,ACTIVE_NOT_RECRUITING,"Breast Cancer, Breast Neoplasms, HER2-positive Breast Cancer","HLX11, EU-Perjeta®"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07269782,PHASE2,RECRUITING,Non Small Cell Lung Cancer,"HLX43 DOSE 1, HLX43 DOSE 2, Serplulimab"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07253142,PHASE2,NOT_YET_RECRUITING,"Non Small Cell Lung Cancer, Small Cell Lung Cancer","HLX43 dose 1, HLX43 dose 2"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06769152,PHASE2,RECRUITING,"Cervical Cancer, Ovarian Cancer","HLX43 DOSE 1, HLX43 DOSE 2, HLX43 DOSE 3"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07294534,"PHASE2, PHASE3",NOT_YET_RECRUITING,HER2 + Breast Cancer,"HLX87+HX22, HLX87 + Pertuzumab, TCbHP"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT05787613,PHASE2,ACTIVE_NOT_RECRUITING,NSCLC Stage IV,"HLX26, Serplulimab, Chemotherapy drug, Placebo"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06980454,PHASE1,ACTIVE_NOT_RECRUITING,"Cancer, mCRC","HLX05, EU-Erbitux®, US-Erbitux®, CN-Erbitux®"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT05394168,PHASE1,ACTIVE_NOT_RECRUITING,Advanced/Metastatic Solid Tumors,HLX53
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07274813,EARLY_PHASE1,RECRUITING,"Advanced/Metastatic Solid Tumors, NSCLC",HLX37
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06839066,PHASE2,RECRUITING,Nasopharyngeal Carcinoma (NPC),"HLX43 DOSE 1, HLX43 DOSE 2, HLX43 DOSE 3"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06210815,PHASE1,RECRUITING,Solid Tumor and NSCLC,HLX42
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT05513573,PHASE2,ACTIVE_NOT_RECRUITING,Nasopharyngeal Carcinoma by AJCC V8 Stage,"HLX07, HLX10, placebo, chemotherapy"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06832202,PHASE2,RECRUITING,HER2-low Hormone Receptor Positive Breast Cancer,"HLX22, Trastuzumab Deruxtecan"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06309043,PHASE1,ACTIVE_NOT_RECRUITING,EGFR Overexpression,recombinant anti-EGFR human/murine chimeric monoclonal antibody injection
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06841185,PHASE3,NOT_YET_RECRUITING,Hepatocellular Carcinoma (HCC),"HLX13, US-sourced YERVOY®, EU-sourced YERVOY®"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07257575,PHASE2,ACTIVE_NOT_RECRUITING,Gastric Cancer Stage III,"FLOT (Fluorouracil+Leucovorin+Oxaliplatin+Docetaxel)+Serplulimab, FLOT (Fluorouracil+Leucovorin+Oxaliplatin+Docetaxel)"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06895512,PHASE3,NOT_YET_RECRUITING,Newly Diagnosed Multiple Myeloma,"HLX15-IV, Darzalex"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT04301739,PHASE3,NOT_YET_RECRUITING,Triple Negative Breast Cancer,"HLX10, nab-paclitaxel, carboplatin, doxorubicin or epirubicin and cyclophosphamide, Placebo"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06349980,PHASE2,RECRUITING,"Carcinoma, Hepatocellular","HLX53 (1000mg), HLX53 (2000mg), HLX10, HLX04"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT04547166,"PHASE2, PHASE3",RECRUITING,Metastatic Colorectal Cancer,"HLX10, HLX04、"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07416695,PHASE1,NOT_YET_RECRUITING,"SCLC, NEC",HLX3901
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06848699,"PHASE1, PHASE2",RECRUITING,"Solid Tumor Cancer, Non Small Cell Lung Cancer","HLX43 dose 1, HLX43 dose 2, HLX43 dose 3, HLX43 dose 4, HLX43 dose 5, Serplulimab"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06907615,PHASE2,RECRUITING,Non Small Cell Lung Cancer,"HLX43 DOSE 1 (2.0 mg/kg), HLX43 DOSE 2 (2.5 mg/kg)"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06812260,PHASE2,RECRUITING,"SCLC, Extensive Stage",HLX10+chemo
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07038382,PHASE2,RECRUITING,"Membranous Nephropathy, Lupus Nephritis (LN)","HLX79 10mg/kg/Placebo+HLX01, HLX79 20mg/kg/Placebo + HLX01, HLX79 30mg/kg/placebo+HLX01"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT05468489,PHASE3,ACTIVE_NOT_RECRUITING,Extensive Stage Small Cell Lung Cancer,"Serplulimab + chemotherapy (carboplatin-etoposide), Atezolizumab + chemotherapy (carboplatin-etoposide)"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT05239650,PHASE2,NOT_YET_RECRUITING,CRC,"HLX07, HLX10, mFOLFOX6"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06580665,NA,NOT_YET_RECRUITING,Non-small Cell Lung Cancer,Serplulimab
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT07115485,PHASE2,RECRUITING,Gastric or Gastroesophageal Junction Adenocarcinoma,"HLX43 DOSE 1, HLX43 DOSE 2, HLX43 DOSE 3"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT06847334,PHASE3,NOT_YET_RECRUITING,Non-Squamous Non-Small Cell Lung Cancer,"HLX17, US-sourced Keytruda®, EU-sourced Keytruda®"
SGBCF,"Shanghai Henlius Biotech, Inc.",NCT05353257,PHASE3,ACTIVE_NOT_RECRUITING,Limited-Stage Small Cell Lung Cancer,"HLX10, carboplatin/cisplatin-etoposide, Placebo"
SHJBF,"Shanghai Junshi Biosciences Co., Ltd.",NCT04137900,PHASE1,RECRUITING,"Advanced Unresectable Solid Tumor, Metastatic Solid Tumor","TAB004, Toripalimab"
HLBBF,H. Lundbeck A/S,NCT06428838,PHASE3,NOT_YET_RECRUITING,"Migraine, Chronic Migraine",Eptinezumab
HLBBF,H. Lundbeck A/S,NCT06706622,PHASE3,ACTIVE_NOT_RECRUITING,Multiple System Atrophy,"Amlenetug, Placebo"
HLBBF,H. Lundbeck A/S,NCT07035197,N/A,RECRUITING,"Migraine, Treatment, Treatment Refusal",Eptinezumab
HLBBF,H. Lundbeck A/S,NCT06323928,PHASE2,ACTIVE_NOT_RECRUITING,Migraine,"Lu AG09222, Placebo"
HLBBF,H. Lundbeck A/S,NCT06701526,PHASE4,ACTIVE_NOT_RECRUITING,Migraine,Eptinezumab
HLBBF,H. Lundbeck A/S,NCT05453058,N/A,ACTIVE_NOT_RECRUITING,Multiple System Atrophy,N/A
HLBBF,H. Lundbeck A/S,NCT06471829,PHASE2,RECRUITING,Cushing's Disease,Lu AG13909
HLBBF,H. Lundbeck A/S,NCT05669950,"PHASE1, PHASE2",RECRUITING,Congenital Adrenal Hyperplasia,Lu AG13909
HLBBF,H. Lundbeck A/S,NCT04789915,PHASE1,RECRUITING,"Psychosis, Negative Symptoms With Primary Psychotic Disorder","Memantine, Placebo"
HLBBF,H. Lundbeck A/S,NCT05897320,PHASE3,RECRUITING,Episodic Migraine,"Eptinezumab, Placebo"
HLBBF,H. Lundbeck A/S,NCT05164172,PHASE3,RECRUITING,Migraine,Eptinezumab
HLBBF,H. Lundbeck A/S,NCT04965675,PHASE3,RECRUITING,Chronic Migraine in Children,"Eptinezumab, Placebo"
HLBBF,H. Lundbeck A/S,NCT06557850,PHASE1,ACTIVE_NOT_RECRUITING,Thyroid Eye Disease,Lu AG22515
HLBBF,H. Lundbeck A/S,NCT05104476,PHASE2,ACTIVE_NOT_RECRUITING,Multiple System Atrophy,"Lu AF82422, Placebo"
HLOSF,Healios K.K.,NCT04533464,PHASE2,RECRUITING,"Trauma, Adult Stem Cells","MultiStem, Placebo"
HNSBF,Hansa Biopharma AB (publ),NCT05714514,N/A,ACTIVE_NOT_RECRUITING,Kidney Transplantation in Highly Sensitized Patients,Imlifidase administered in the ConfIdeS study
HNSBF,Hansa Biopharma AB (publ),NCT05369975,PHASE3,ACTIVE_NOT_RECRUITING,Kidney Transplantation in Highly Sensitized Patients,Imlifidase
HNSBF,Hansa Biopharma AB (publ),NCT05753930,PHASE2,RECRUITING,Kidney Transplantation in Highly Sensitized Patients,Imlifidase
HNSBF,Hansa Biopharma AB (publ),NCT06518005,PHASE2,RECRUITING,Crigler-Najjar Syndrome,"Imlifidase, GNT0003"
HNSBF,Hansa Biopharma AB (publ),NCT05937750,PHASE3,RECRUITING,Long Term Efficacy and Safety,Imlifidase administered in the 20-HMedIdeS-19 (PAES) study
HUMDF,Hua Medicine (Shanghai) Ltd.,NCT04939922,N/A,RECRUITING,"Headache Disorders, Primary, Headache Disorders, Secondary, Migraine, Tension-Type Headache, Cluster Headache, Vertigo, Constant, Vestibular Migraine, Fibromyalgia",N/A
HUMDF,Hua Medicine (Shanghai) Ltd.,NCT06263348,PHASE4,RECRUITING,Type2diabetes,Dorzagliatin tablets
HUMDF,Hua Medicine (Shanghai) Ltd.,NCT04934982,NA,RECRUITING,Cervical Cancer,N/A
HUMDF,Hua Medicine (Shanghai) Ltd.,NCT05418218,N/A,RECRUITING,"Headache Disorders, Primary, Headache Disorders, Secondary, Migraine, Tension-Type Headache, Vertigo, Vestibular Migraine, Fibromyalgia",N/A
HUMDF,Hua Medicine (Shanghai) Ltd.,NCT07203248,N/A,NOT_YET_RECRUITING,"Vestibular Migraine, Dizziness, Vertigo","CGRP R Inhibitor; CGRP Inhibitor, none-CGRP"
HUMDF,Hua Medicine (Shanghai) Ltd.,NCT07279987,NA,NOT_YET_RECRUITING,Vascular Calcification,N/A
IDRSF,Idorsia Ltd,NCT06498128,N/A,RECRUITING,Insomnia,"Daridorexant, Non-orexin receptor antagonist medications for insomnia"
IDRSF,Idorsia Ltd,NCT05948579,PHASE2,NOT_YET_RECRUITING,Post Traumatic Stress Disorder,"Intervention B Vilazodone Hydrochloride (HCl), Intervention B Placebo"
IDRSF,Idorsia Ltd,NCT05422612,PHASE2,RECRUITING,Post Traumatic Stress Disorder,"Intervention A Fluoxetine Hydrochloride (HCl), Intervention A Placebo, Intervention B Vilazodone Hydrochloride (HCl), Intervention B Placebo, Intervention C Daridorexant, Intervention C Placebo, Intervention D SLS-002, Intervention D Placebo"
IDRSF,Idorsia Ltd,NCT06816433,PHASE2,NOT_YET_RECRUITING,Post Traumatic Stress Disorder,"Intervention D SLS-002, Intervention D Placebo"
IDRSF,Idorsia Ltd,NCT05948540,PHASE2,RECRUITING,Post Traumatic Stress Disorder,"Intervention C Daridorexant, Intervention C Placebo"
IDRSF,Idorsia Ltd,NCT03737214,PHASE3,ACTIVE_NOT_RECRUITING,Fabry Disease,Lucerastat
IDRSF,Idorsia Ltd,NCT06393504,N/A,ACTIVE_NOT_RECRUITING,Insomnia Disorder,"Daridorexant, Non-orexin receptor antagonist insomnia medication"
IDRSF,Idorsia Ltd,NCT05948553,PHASE2,RECRUITING,Post Traumatic Stress Disorder,"Intervention A Fluoxetine Hydrochloride (HCl), Intervention A Placebo"
IDRSF,Idorsia Ltd,NCT05924425,PHASE4,RECRUITING,"Alzheimer Disease, Insomnia Disorder, Sleep","Daridorexant 50 mg, Placebo"
FYBGF,Formycon AG,NCT06551064,PHASE1,ACTIVE_NOT_RECRUITING,"Melanoma, Stage II, Melanoma Stage III","FYB206, Keytruda"
GNIIF,GNI Group Ltd.,NCT07412236,PHASE3,NOT_YET_RECRUITING,"Liver Fibrosis, Liver Fibrosis in Chronic Hepatitis B","Hydronidone (270mg), Hydronidone (Placebo Group)"
GNIIF,GNI Group Ltd.,NCT07343778,PHASE3,NOT_YET_RECRUITING,Chronic Hepatitis B With Hepatic Fibrosis,Hydronidone Capsules
GNIIF,GNI Group Ltd.,NCT07364448,PHASE2,NOT_YET_RECRUITING,Chronic Hepatitis B With Hepatic Fibrosis,Hydronidone capsules
GNIIF,GNI Group Ltd.,NCT06899815,PHASE1,RECRUITING,Pulmonary Hypertension,F230 tablets
GNIIF,GNI Group Ltd.,NCT07388680,"PHASE2, PHASE3",NOT_YET_RECRUITING,"Radiation-induced Lung Injury, Immune-related Pneumonia","Pirfenidone Capsules （400 mg）, Pirfenidone Capsules（600mg）, Pirfenidone Capsules（0mg）"
GNIIF,GNI Group Ltd.,NCT05905172,PHASE3,RECRUITING,Liver Fibrosis,"Hydronidone capsules, The placebo capsules"
GNIIF,GNI Group Ltd.,NCT05288179,PHASE3,RECRUITING,Pneumoconiosis,"Pirfenidone Capsules, placebo capsules"
GNIIF,GNI Group Ltd.,NCT07262333,PHASE1,RECRUITING,Renal Insufficiency Chronic,Hydronidone capsules
GNIIF,GNI Group Ltd.,NCT07394309,PHASE1,NOT_YET_RECRUITING,Liver Fibrosis,Hydronidone capsules
GNIIF,GNI Group Ltd.,NCT07295873,PHASE1,NOT_YET_RECRUITING,"Chronic Hepatitis B Liver Fibrosis, DDI (Drug-Drug Interaction)","Entecavir, Tenofovir Disoproxil Fumarate（TDF）, Tenofovir alafenamide（TAF）, Tenofovir Amibufenamide(TMF)"
GNIIF,GNI Group Ltd.,NCT05689645,PHASE2,RECRUITING,"Acute Liver Failure, Acute-On-Chronic Liver Failure","F573 for injection, Sterilizing water for injection"
GNIIF,GNI Group Ltd.,NCT07263152,PHASE1,NOT_YET_RECRUITING,Hepatic Fibrosis,"Hydronidone, Placebo"
GNIIF,GNI Group Ltd.,NCT07262346,PHASE1,NOT_YET_RECRUITING,Liver Fibrosis,"Hydronidone capsules, Placebo capsules"
GNIIF,GNI Group Ltd.,NCT05704166,PHASE2,RECRUITING,"Acute Lung Injury, Prevention",Pirfenidone/Placebo
GNIIF,GNI Group Ltd.,NCT07417553,PHASE2,NOT_YET_RECRUITING,Chronic Hepatitis B-related Liver Fibrosis,Hydronidone capsules
CASBF,CanSino Biologics Inc.,NCT07203755,PHASE1,RECRUITING,"Diphtheria, Tetanus and Acellular Pertussis, Epidemic Meningitis, Haemophilus Influenzae Type B Infection","Adsorbed Acellular Pertussis (3-Component) Diphtheria-Tetanus-Pertussis-Haemophilus influenzae type b (Conjugate)-Meningococcal Group ACYW135 (Conjugate) Combined Vaccine (DTcP-Hib-MCV4), DTcP-Hib-MCV4, DTcP-Hib-MCV4, DTcP-Hib-MCV4, DTcP-Hib-MCV4, Adsorbed Acellular Pertussis (3-Component) Diphtheria-Tetanus-Pertussis (DTcP), Haemophilus influenzae type b (Conjugate) (Hib), Meningococcal Group ACYW135 (Conjugate) (MCV4), MCV4, MCV4"
CASBF,CanSino Biologics Inc.,NCT06857370,PHASE3,ACTIVE_NOT_RECRUITING,"Diphtheria, Tetanus and Acellular Pertussis","Diphtheria, Tetanus and Acellular Pertussis (Three Components) Combined Vaccine, Adsorbed (DTcP Lot 1), Diphtheria, Tetanus and Acellular Pertussis (Three Components) Combined Vaccine, Adsorbed (DTcP Lot 2), Diphtheria, Tetanus and Acellular Pertussis (Three Components) Combined Vaccine, Adsorbed (DTcP Lot 3)"
